avg_items_per_order,active_months,monetary_per_active_month,frequency_per_active_month,inter_purchase_gap_mean,inter_purchase_gap_std,user_id
-0.6882552175895381,-0.3624300807696524,-0.9304193007392061,0.0,-0.3718403132753647,-0.11397604236205731,1.0
1.382901360846371,-0.3624300807696524,-0.47149109610200285,0.0,-0.3718403132753647,-0.11397604236205731,7.0
-0.6882552175895381,-0.3624300807696524,-0.05741207509990856,0.0,-0.3718403132753647,-0.11397604236205731,12.0
-0.6882552175895381,-0.3624300807696524,-0.12014161376543216,0.0,-0.3718403132753647,-0.11397604236205731,13.0
-0.6882552175895381,-0.3624300807696524,-0.1254431785805718,0.0,-0.3718403132753647,-0.11397604236205731,15.0
1.382901360846371,-0.3624300807696524,-0.5921928550278994,0.0,-0.3718403132753647,-0.11397604236205731,18.0
-0.6882552175895381,-0.3624300807696524,-0.807435790951797,0.0,-0.3718403132753647,-0.11397604236205731,19.0
-0.6882552175895381,-0.3624300807696524,0.8683846939974724,0.0,-0.3718403132753647,-0.11397604236205731,21.0
-0.6882552175895381,-0.3624300807696524,-0.4431736386145884,0.0,-0.3718403132753647,-0.11397604236205731,23.0
-0.6882552175895381,-0.3624300807696524,-0.27317828685805073,0.0,-0.3718403132753647,-0.11397604236205731,24.0
1.382901360846371,-0.3624300807696524,0.7339308788970975,0.0,-0.3718403132753647,-0.11397604236205731,29.0
-0.6882552175895381,-0.3624300807696524,-1.7970351003238965,0.0,-0.3718403132753647,-0.11397604236205731,30.0
-0.6882552175895381,-0.3624300807696524,0.5536233129202592,0.0,-0.3718403132753647,-0.11397604236205731,32.0
-0.6882552175895381,-0.3624300807696524,0.513160934007619,0.0,-0.3718403132753647,-0.11397604236205731,34.0
-0.6882552175895381,2.759050536113106,-1.1698665269338306,0.0,2.7015646220526586,-0.11397604236205731,37.0
1.382901360846371,-0.3624300807696524,0.6286496840576088,0.0,-0.3718403132753647,-0.11397604236205731,38.0
-0.6882552175895381,2.759050536113106,-1.595142401648078,0.0,2.6999675914836625,-0.11397604236205731,41.0
1.104072149715031,2.7600881134412103,-0.09676392124439065,0.0,2.701481182817465,8.773782837140045,44.0
-0.6882552175895381,-0.3624300807696524,-0.9308555307312804,0.0,-0.3718403132753647,-0.11397604236205731,46.0
-0.6882552175895381,-0.3624300807696524,0.18597789925126348,0.0,-0.3718403132753647,-0.11397604236205731,54.0
-0.6882552175895381,-0.3624300807696524,-0.17989111726298435,0.0,-0.3718403132753647,-0.11397604236205731,57.0
1.382901360846371,-0.3624300807696524,1.338230966809583,0.0,-0.3718403132753647,-0.11397604236205731,60.0
-0.6882552175895381,-0.3624300807696524,-0.40896099617867715,0.0,-0.3718403132753647,-0.11397604236205731,64.0
-0.6882552175895381,-0.3624300807696524,0.19558236372003981,0.0,-0.3718403132753647,-0.11397604236205731,68.0
-0.6882552175895381,-0.3624300807696524,1.1674700426420066,0.0,-0.3718403132753647,-0.11397604236205731,72.0
-0.6882552175895381,-0.3624300807696524,-1.4300178395081746,0.0,-0.3718403132753647,-0.11397604236205731,82.0
1.7424336221052605,-0.3624300807696524,1.3509481094510427,0.0,-0.3718403132753647,-0.11397604236205731,90.0
-0.6882552175895381,-0.3624300807696524,-0.7329552406553926,0.0,-0.3718403132753647,-0.11397604236205731,93.0
-0.6882552175895381,-0.3624300807696524,0.5988900776933078,0.0,-0.3718403132753647,-0.11397604236205731,98.0
-0.6882552175895381,-0.3624300807696524,0.6423827262043842,0.0,-0.3718403132753647,-0.11397604236205731,100.0
-0.6882552175895381,2.759050536113106,0.9314691877464097,0.0,2.702096090051241,-0.11397604236205731,102.0
0.875838917788231,2.759050536113106,0.38512903617767846,0.0,2.696130013405468,-0.11397604236205731,105.0
-0.6882552175895381,-0.3624300807696524,-0.5619534362204769,0.0,-0.3718403132753647,-0.11397604236205731,116.0
-0.6882552175895381,-0.3624300807696524,0.03283553099889879,0.0,-0.3718403132753647,-0.11397604236205731,120.0
-0.6882552175895381,-0.3624300807696524,0.19558236372003981,0.0,-0.3718403132753647,-0.11397604236205731,121.0
-0.6882552175895381,-0.3624300807696524,-1.8294753349551864,0.0,-0.3718403132753647,-0.11397604236205731,122.0
-0.6882552175895381,-0.3624300807696524,0.10393149959573868,0.0,-0.3718403132753647,-0.11397604236205731,125.0
-0.6882552175895381,-0.3624300807696524,0.7538772417393821,0.0,-0.3718403132753647,-0.11397604236205731,127.0
1.382901360846371,-0.3624300807696524,0.7819649146879364,0.0,-0.3718403132753647,-0.11397604236205731,134.0
-0.6882552175895381,-0.3624300807696524,1.1608142962981152,0.0,-0.3718403132753647,-0.11397604236205731,139.0
-0.6882552175895381,-0.3624300807696524,-1.482895554186413,0.0,-0.3718403132753647,-0.11397604236205731,145.0
-0.6882552175895381,-0.3624300807696524,-1.5398701322816115,0.0,-0.3718403132753647,-0.11397604236205731,152.0
-0.6882552175895381,-0.3624300807696524,-1.3801580005222454,0.0,-0.3718403132753647,-0.11397604236205731,154.0
1.382901360846371,-0.3624300807696524,0.05998566214701705,0.0,-0.3718403132753647,-0.11397604236205731,158.0
-0.6882552175895381,-0.3624300807696524,-0.9524404274975306,0.0,-0.3718403132753647,-0.11397604236205731,163.0
-0.6882552175895381,2.759050536113106,-0.8008100729216623,0.0,2.702065432509246,-0.11397604236205731,175.0
-0.6882552175895381,-0.3624300807696524,0.8726375793767503,0.0,-0.3718403132753647,-0.11397604236205731,177.0
-0.6882552175895381,-0.3624300807696524,-2.4355486138539417,0.0,-0.3718403132753647,-0.11397604236205731,181.0
-0.6882552175895381,-0.3624300807696524,1.1740859293252437,0.0,-0.3718403132753647,-0.11397604236205731,184.0
-0.6882552175895381,-0.3624300807696524,-0.9308555307312804,0.0,-0.3718403132753647,-0.11397604236205731,185.0
-0.6882552175895381,-0.3624300807696524,-0.1690080426425323,0.0,-0.3718403132753647,-0.11397604236205731,188.0
-0.6882552175895381,-0.3624300807696524,-0.4288608080796412,0.0,-0.3718403132753647,-0.11397604236205731,189.0
-0.6882552175895381,-0.3624300807696524,-0.415279474072011,0.0,-0.3718403132753647,-0.11397604236205731,191.0
-0.6882552175895381,-0.3624300807696524,-1.6343668225211365,0.0,-0.3718403132753647,-0.11397604236205731,195.0
-0.6882552175895381,-0.3624300807696524,-0.9749016643665939,0.0,-0.3718403132753647,-0.11397604236205731,197.0
1.382901360846371,-0.3624300807696524,0.0866660360784775,0.0,-0.3718403132753647,-0.11397604236205731,201.0
1.533655505448063,2.7600881134412103,0.9662526115094734,0.0,2.701916906708475,8.773782837140045,211.0
0.875838917788231,2.759050536113106,-0.3158343072596287,0.0,2.7008910222411964,-0.11397604236205731,214.0
1.672921794431678,2.759050536113106,1.8017289239740877,0.0,2.701256779973357,-0.11397604236205731,216.0
-0.6882552175895381,-0.3624300807696524,-1.910724886260303,0.0,-0.3718403132753647,-0.11397604236205731,217.0
1.382901360846371,-0.3624300807696524,-0.6133633652486329,0.0,-0.3718403132753647,-0.11397604236205731,221.0
1.7424336221052605,-0.3624300807696524,1.4876591611513175,0.0,-0.3718403132753647,-0.11397604236205731,225.0
-0.6882552175895381,-0.3624300807696524,-0.169892509686646,0.0,-0.3718403132753647,-0.11397604236205731,235.0
-0.6882552175895381,-0.3624300807696524,-1.920123293505956,0.0,-0.3718403132753647,-0.11397604236205731,238.0
1.382901360846371,-0.3624300807696524,-0.17122052499621646,0.0,-0.3718403132753647,-0.11397604236205731,241.0
-0.6882552175895381,-0.3624300807696524,-0.3765615947351978,0.0,-0.3718403132753647,-0.11397604236205731,243.0
1.382901360846371,2.759050536113106,-0.4796317467265721,0.0,2.701719961504037,-0.11397604236205731,245.0
-0.6882552175895381,-0.3624300807696524,-1.8198372410787917,0.0,-0.3718403132753647,-0.11397604236205731,248.0
-0.6882552175895381,-0.3624300807696524,-0.41500406018063507,0.0,-0.3718403132753647,-0.11397604236205731,249.0
-0.6882552175895381,-0.3624300807696524,-1.0451103411758866,0.0,-0.3718403132753647,-0.11397604236205731,255.0
-0.6882552175895381,-0.3624300807696524,-0.7130145698130996,0.0,-0.3718403132753647,-0.11397604236205731,256.0
1.382901360846371,-0.3624300807696524,0.8329526075842412,0.0,-0.3718403132753647,-0.11397604236205731,273.0
